神策 ID,设备 ID,登录 ID,activity_user_type,app_first_login_time,channel_name,client_type,community_id
-1614303426876996385,9f97c9a834128f56f1ecad2989ff2d62,9f97c9a834128f56f1ecad2989ff2d62,3.0,2018-03-24 09:33:53.000,,h5,hangzhou
1789939885746778478,9fc399069c2606d3,427448884717280e794cc205f511b324,2.0,2018-12-24 10:49:20.000,,,shanghai
-8500216161032377437,9ff8f31757a11d4b5711b14c095caafa,9ff8f31757a11d4b5711b14c095caafa,1.0,2016-09-25 11:28:41.000,,h5,guangzhou
-4244787312981975012,9ffb05ff2ac18a7d5026bc16c1328bbe,9ffb05ff2ac18a7d5026bc16c1328bbe,3.0,2017-09-19 21:13:06.000,,h5,beijing
-3063717868442991813,A2872FD4-A98B-46D5-836A-90D1F84A8FF5,b8898bbf1e30ee2c4c7dadf38eed77fd,4.0,2019-05-25 11:41:17.000,,h5,xian
5839600914406388170,CCAF85A4-028D-4C92-AC63-68DCEF980966,8b19fb1ed5893b7ba71b4db8e4756ff1,2.0,2018-07-28 23:38:10.000,,h5,shenzhen
-5674313952018914579,DD40A7C4-E3D7-4B21-8B90-1C7EDE0B1603,7c14b4e4ff8163f8b86a1a7a0f4594b9,,2020-02-14 18:28:23.000,,,
9184265954698334948,E28D0E7F-D95A-4EF4-8D98-29C2EF559127,7cd0671e52750c164338cfc32953d94c,,2020-03-04 22:52:20.000,APP-iOS-自然,,
2312088708505675860,a0ced742dda23c94104ee82d092c2092,a0ced742dda23c94104ee82d092c2092,2.0,2018-12-02 10:52:30.000,,h5,shenzhen
3925526220460867290,a0e80fd181d0a2f020420f3ab88544ca,a0e80fd181d0a2f020420f3ab88544ca,3.0,2019-06-17 00:04:45.000,,h5,xiamen
-2835752741975289714,a0f0746b5e9f3a5bec9ddbe7e1b91430,a0f0746b5e9f3a5bec9ddbe7e1b91430,3.0,2018-01-09 19:05:10.000,,h5,nanjing
4952660569374413087,a19e3f874a7b9e6d5f9d151250d2b8fe,a19e3f874a7b9e6d5f9d151250d2b8fe,2.0,2018-03-22 15:02:04.000,,h5,chongqing
-1139813242026171771,a65cf5a5a71551340d0edf8f6262ea18,a65cf5a5a71551340d0edf8f6262ea18,2.0,2018-11-21 18:47:34.000,,h5,zhengzhou
3457230266878879796,a7374c2fb229a4d5,9b985843cd1578d4f4d086676ee4af70,1.0,2019-04-26 15:16:57.000,,,shanghai
-8831547094006346902,a80f48ddf2debf899d9159b2595fae6a,a80f48ddf2debf899d9159b2595fae6a,2.0,2016-07-30 03:09:24.000,,h5,guangzhou
-3420431319083243179,a812276da35ad0065ffaa25bf49e72ad,a812276da35ad0065ffaa25bf49e72ad,2.0,2016-09-25 22:11:39.000,,h5,nanjing
4146712158507791198,a91a675a8f4cd3bc,ba26ed58089a8f274a5a8d731a617f07,,2019-11-29 22:56:52.000,,,qingdao
-3156238718773873721,ade775114b3e254c64b338e96f2325f0,ade775114b3e254c64b338e96f2325f0,2.0,2017-07-14 17:22:33.000,,h5,shanghai
-3971583018259963552,ae8eba712c3c34ce658e65479469da52,ae8eba712c3c34ce658e65479469da52,4.0,2019-12-31 19:42:50.000,,h5,
5248887540095284480,b09ff90bb96e69bde549201f8374e596,b09ff90bb96e69bde549201f8374e596,2.0,2018-01-25 05:06:34.000,,h5,xian
-3684584557847228093,b398f46145f04aecad5e4dbd15ec5eb3,b398f46145f04aecad5e4dbd15ec5eb3,2.0,2016-07-18 22:30:17.000,,h5,chengdu
-6960494530876013930,b39950ef9a6bc8358af93b567b51beff,b39950ef9a6bc8358af93b567b51beff,2.0,2016-08-20 17:49:54.000,,h5,guangzhou
7840480416993371618,b40b9871de219a6c88fd852b7628dc1f,b40b9871de219a6c88fd852b7628dc1f,3.0,2016-07-21 22:03:23.000,,h5,shijiazhuang
260494335725135532,b53099d82b9c0a2823600ef29f6af73a,b53099d82b9c0a2823600ef29f6af73a,4.0,2020-02-05 01:40:39.000,,,
-3994312446916796272,b586ce497058510129dda8a0749afbb3,b586ce497058510129dda8a0749afbb3,4.0,2017-12-31 22:49:34.000,,,taiyuan
-5113428198973081368,b7e772f4780b6465b2f45b80edd5afb2,b7e772f4780b6465b2f45b80edd5afb2,2.0,2017-10-30 00:23:49.000,,h5,chongqing
1068212729383940111,b81687d466ff409b83b4140ca98b9f2d,b81687d466ff409b83b4140ca98b9f2d,2.0,2016-10-15 08:27:07.000,,h5,zhengzhou
328453641215316650,b84b03e10ffd2c0a333dc312776a52fa,b84b03e10ffd2c0a333dc312776a52fa,,2020-02-08 19:30:55.000,APP-安卓-小米,,shanghai
3738238581060077153,b93a9ac4b4e6633293d131fd1b606f93,b93a9ac4b4e6633293d131fd1b606f93,4.0,2019-06-19 22:17:51.000,,,shanghai
-3278192352191706008,ba1515cfab5f4d16fa8be28a5f8f354c,ba1515cfab5f4d16fa8be28a5f8f354c,2.0,2017-02-02 22:57:22.000,,h5,shanghai
1448746258139845996,bd3adf681a2cbec3,3f28fad2416de3064d5a68f224de4226,1.0,2019-06-20 23:07:05.000,,,hangzhou
1976876072417616423,bfd8a2490fe17e23302cd1253a8d5573,bfd8a2490fe17e23302cd1253a8d5573,2.0,2018-07-14 06:35:49.000,,h5,nanjing
-2912417565781147506,c060c1cd16bdcbd36f444d7b64e47efc,c060c1cd16bdcbd36f444d7b64e47efc,2.0,2018-04-01 20:29:15.000,,h5,hangzhou
2538066818035509573,c78dff7afafb59ac3031cd108bf0ce38,c78dff7afafb59ac3031cd108bf0ce38,1.0,2017-01-15 11:52:11.000,,h5,guangzhou
2645805452561469277,c7df20d455090b9004fb0483aed2a75e,c7df20d455090b9004fb0483aed2a75e,4.0,2019-12-19 09:09:56.000,,,shanghai
2141862875870300365,c9061b92f50d01794fdedf362db9cb52,c9061b92f50d01794fdedf362db9cb52,1.0,2017-11-30 22:43:29.000,,,wuhan
6639340164770127855,caf994525cc38352,25846ee09f2a885855a3d245c417045e,,2020-02-14 17:04:45.000,APP-安卓-华为,,
8922868080322985123,cd74080620086df763cf33fa6bb87c49,cd74080620086df763cf33fa6bb87c49,3.0,2018-01-25 19:45:32.000,,,fuzhou
-7329092050086197037,cf2898dcd96b3f99a5b68204c0ec9c5f,cf2898dcd96b3f99a5b68204c0ec9c5f,4.0,2017-10-29 09:24:26.000,,h5,
2003843401842171883,cf71d7f481665f95bb7355183f926109,cf71d7f481665f95bb7355183f926109,2.0,2016-12-02 20:11:17.000,,h5,chengdu
5380119017709390134,cf94fab7664352ebf1ec8fdfddd088ce,cf94fab7664352ebf1ec8fdfddd088ce,2.0,2017-11-08 17:16:44.000,,h5,shenzhen
-4408049754994679345,d34539de6acac7bd9ab57fae2672d1a8,d34539de6acac7bd9ab57fae2672d1a8,2.0,2017-11-18 10:11:18.000,,h5,guangzhou
-5336446622510390022,d4d88e95fbd71f0960188a4cc08cb0de,d4d88e95fbd71f0960188a4cc08cb0de,4.0,2018-06-01 21:21:18.000,,h5,shanghai
-8940274852903241964,d570a85c2b4690b9f20c1b560b3a1a91,d570a85c2b4690b9f20c1b560b3a1a91,2.0,2018-09-05 10:35:12.000,,h5,guangzhou
6663275317116361881,d671ac18a904ba0c10841fb2efd4fca1,d671ac18a904ba0c10841fb2efd4fca1,2.0,2016-08-17 18:39:20.000,,h5,shenzhen
-4309177734647046622,d69e99c86ccc24ff,be08544abdc5989a05dd04bc3da5f0e7,3.0,2019-08-15 11:16:19.000,,h5,qingdao
2053586771780092804,d794401f63b0e9a5215ed08adb0191e0,d794401f63b0e9a5215ed08adb0191e0,2.0,2017-03-12 21:42:02.000,,h5,hangzhou
7817065370437149903,d82ab71f0121f1f104e101be09eee514,d82ab71f0121f1f104e101be09eee514,1.0,2017-06-30 20:29:11.000,,h5,chongqing
-2209380223816160674,d859eca7809e08929d6504be71565776,d859eca7809e08929d6504be71565776,2.0,2016-07-21 21:22:44.000,,h5,wulumuqi
2624631372632358872,da3c488e45762cb91f5d1ca5b94c4af3,da3c488e45762cb91f5d1ca5b94c4af3,2.0,2019-01-24 15:59:53.000,,h5,shanghai
2579350120611564863,da7dc19ad9183cfef34091f26239e65e,da7dc19ad9183cfef34091f26239e65e,4.0,2017-04-12 22:55:38.000,,h5,
-5945476840878921260,ddb338f23a966c0277ddfa54120fb504,ddb338f23a966c0277ddfa54120fb504,2.0,2017-09-02 23:13:00.000,,h5,beijing
-3981390665492946213,e12cd9f4c9b011fa,9ff9556984af080e96dff7861f54a62f,2.0,2018-06-27 10:27:42.000,,h5,suzhou
6139559948492525886,e29007614f13e9491f3cd884031a4ad6,e29007614f13e9491f3cd884031a4ad6,3.0,2016-08-08 21:36:14.000,,h5,taiyuan
-3828860576390927921,e2bf0b1ed573adc79b1d0ae99a81711e,e2bf0b1ed573adc79b1d0ae99a81711e,4.0,2019-03-25 16:45:53.000,,h5,
-3494610360602801949,e33b146d1cf7e0ee8927213d13c11471,e33b146d1cf7e0ee8927213d13c11471,4.0,2016-09-07 12:26:58.000,,h5,beijing
4506784193906715490,e3ecd0896608240178ad8f3340e50fc1,e3ecd0896608240178ad8f3340e50fc1,2.0,2016-07-20 19:03:40.000,,h5,dalian
-7016912543113961346,e5b54dcd44c4944bfbc5f68585b3b999,e5b54dcd44c4944bfbc5f68585b3b999,2.0,2018-04-19 20:36:12.000,,h5,hangzhou
-6870382999950225904,ebb38689770a8840d6a9b93e1c79de7a,ebb38689770a8840d6a9b93e1c79de7a,1.0,2019-04-30 17:35:12.000,,h5,chongqing
2601380767844132989,ec938c046b8459d1f0b80039df406e46,ec938c046b8459d1f0b80039df406e46,1.0,2017-12-09 10:11:49.000,,h5,guangzhou
-522599054285917050,ee8c4f0464ff8983a5c319549e149046,ee8c4f0464ff8983a5c319549e149046,3.0,2016-10-16 12:03:53.000,,h5,guangzhou
-4638437155798663002,f099e8d60440dd07ed86ebf04f0733c6,f099e8d60440dd07ed86ebf04f0733c6,4.0,2018-01-29 12:23:44.000,,,shanghai
-5547959566319309875,f0eb7632f85ab5196748104b78a12f4d,f0eb7632f85ab5196748104b78a12f4d,3.0,2017-06-20 22:28:49.000,,h5,shanghai
-6636919166036805807,f138a94f2382e3a2dcaaa6db5cb53db3,f138a94f2382e3a2dcaaa6db5cb53db3,4.0,2019-02-26 10:28:34.000,,h5,
-2513737017999318173,f18f7ba63ca7a12f20ba4b393849577f,f18f7ba63ca7a12f20ba4b393849577f,1.0,2018-12-07 08:58:55.000,,h5,xian
6691668833124955003,f203960122b4948c1aea0f0623a7df16,f203960122b4948c1aea0f0623a7df16,2.0,2018-03-18 03:59:52.000,,h5,nanjing
5898954361302420766,f30b4ab468afb6f90b17612343035445,f30b4ab468afb6f90b17612343035445,2.0,2018-02-26 17:51:46.000,,h5,guangzhou
-3042016404849825404,f3352968b333ab41c2bdc800215c43fa,f3352968b333ab41c2bdc800215c43fa,2.0,2017-06-04 22:15:55.000,,h5,guangzhou
7534112169213568646,f5ce06b3958e6bd2dae90d947b8b88e3,f5ce06b3958e6bd2dae90d947b8b88e3,4.0,2020-02-03 20:08:47.000,,,xian
6831229776137683266,f7509a08bfd439a7254c0e93728f276e,f7509a08bfd439a7254c0e93728f276e,4.0,2016-08-11 16:52:05.000,,,
1172003951716036134,f9918eb777db99ef5ded885db3802691,f9918eb777db99ef5ded885db3802691,3.0,2018-06-22 22:12:33.000,,h5,nanning
-9197732644867203215,fb178de325a31c276d538fa176b3af60,fb178de325a31c276d538fa176b3af60,1.0,2016-08-12 19:33:29.000,,h5,guangzhou
-5258832303308125681,fb1e5abc995ba06a83cbfa8c12beb38b,fb1e5abc995ba06a83cbfa8c12beb38b,2.0,2016-08-16 23:05:39.000,,h5,guangzhou
8208203033583707954,fc0c3fbb8d183877982a1a0bcd0dc8da,fc0c3fbb8d183877982a1a0bcd0dc8da,2.0,2019-03-05 13:13:40.000,,h5,guangzhou
6313395058306812122,fe3c47a936230d74167f4b5f2cfdaed1,fe3c47a936230d74167f4b5f2cfdaed1,4.0,2017-11-19 08:41:38.000,,,
3677561659055395558,fe8d381ce9c571d2a04937ac2c874873,fe8d381ce9c571d2a04937ac2c874873,3.0,2019-03-12 12:52:58.000,,h5,beijing
1082174445714154579,ff72539cf90f4426bf6b0758a290752a,ff72539cf90f4426bf6b0758a290752a,2.0,2017-11-22 10:52:25.000,,h5,qingdao
281460681765641326,oieGJ5WFgwQjL140VCytZ5HEhevo,7230f520fe277b96fcf52c2001fcb657,,2019-11-10 21:01:23.000,小程序-分享抢课,,xian
3611672147961888743,oieGJ5cTGVEU4xlNWrLbFXP2Hcv0,66385fb42fed1791f6c6d8c60e29e2f5,,2020-02-22 17:31:09.000,小程序-分享抢课,,
2253045213045388549,oieGJ5dFZbEAqzYH0F5WlPzHPSxk,6f142461ca8c613b5c8fd62642e432a9,,2019-12-13 07:04:41.000,小程序-分享抢课,,zhengzhou
5750749584240317865,oieGJ5e-RZwhftbPHQ1Dx07b4pR4,02495eed4ad1a81c609c2f2f92824fcd,,2020-02-29 22:47:36.000,小程序-分享抢课,,zhengzhou
462533011604112458,oieGJ5eNIe9q70dvB6cjY5tDvJiE,6a990455b75c1919ce728f81596cb32e,,2019-11-09 21:32:47.000,小程序-分享抢课,,guangzhou
